uid,name,artist,city,ranking
526,Beautiful Crazy,Luke Combs,grand rapids,27
527,Good As You,Kane Brown,grand rapids,28
528,Shotgun,George Ezra,grand rapids,29
529,Happier,Marshmello & Bastille,grand rapids,30
530,You're Somebody Else,Flora Cash,grand rapids,31
531,This Feeling,The Chainsmokers Feat. Kelsea Ballerini,grand rapids,32
532,Guiding Light,Mumford & Sons,grand rapids,33
533,365,Zedd & Katy Perry,grand rapids,34
534,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,grand rapids,35
535,S.O.S. (Sawed Off Shotgun),The Glorious Sons,grand rapids,36
536,Rainbow,Kacey Musgraves,grand rapids,37
537,The Dirt (Est. 1981),Mötley Crüe Feat. Machine Gun Kelly,grand rapids,38
538,Celebrity Skin,Hole,grand rapids,39
539,Somebody's Daughter,Tenille Townes,grand rapids,40
540,Going Bad,Meek Mill Feat. Drake,grand rapids,41
541,Old Town Road,Lil Nas X,grand rapids,42
542,Ready To Let Go,Cage The Elephant,grand rapids,43
543,Talk,Khalid & Disclosure,grand rapids,44
544,ALL THE WAYS,Meghan Trainor,grand rapids,45
545,Broken,Lovelytheband,grand rapids,46
546,Here Tonight,Brett Young,grand rapids,47
547,Rednecker,HARDY,grand rapids,48
548,Mess,Lil Wayne,grand rapids,49
549,Overexcited,Guster,grand rapids,50
550,Be Alright,Dean Lewis,warren,1
551,Wow.,Post Malone,warren,2
552,I've Been Waiting,Lil Peep & ILoveMakonnen Feat. Fall Out Boy,warren,3
553,You Say,Lauren Daigle,warren,4
554,Bad Liar,Imagine Dragons,warren,5
555,Who Do You Love,The Chainsmokers & 5 Seconds Of Summer,warren,6
556,Middle Child,J. Cole,warren,7
557,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,warren,8
558,7 Rings,Ariana Grande,warren,9
559,Sucker,Jonas Brothers,warren,10
560,Better,Khalid,warren,11
561,Without Me,Halsey,warren,12
562,Sweet But Psycho,Ava Max,warren,13
563,Shallow,Lady Gaga & Bradley Cooper,warren,14
564,Please Me,Cardi B & Bruno Mars,warren,15
565,Look What God Gave Her,Thomas Rhett,warren,16
566,Dancing With A Stranger,Sam Smith & Normani,warren,17
567,Close To Me,Ellie Goulding & Diplo Feat. Swae Lee,warren,18
568,Undrunk,FLETCHER,warren,19
569,Big Ole Freak,Megan Thee Stallion,warren,20
570,Love Someone,Lukas Graham,warren,21
571,Envy Me,Calboy,warren,22
572,Twerk,City Girls,warren,23
573,Going Bad,Meek Mill Feat. Drake,warren,24
574,Eyes On You,Chase Rice,warren,25
575,Millionaire,Chris Stapleton,warren,26
576,Rainbow,Kacey Musgraves,warren,27
577,Beautiful Crazy,Luke Combs,warren,28
578,High Hopes,Panic! At The Disco,warren,29
579,Good As You,Kane Brown,warren,30
580,21,DaBaby,warren,31
581,Look Back At It,A Boogie Wit Da Hoodie,warren,32
582,Whiskey Glasses,Morgan Wallen,warren,33
583,I Like Me Better,Lauv,warren,34
584,Miss Me More,Kelsea Ballerini,warren,35
585,Speechless,Dan + Shay,warren,36
586,Eastside,"Benny Blanco, Halsey & Khalid",warren,37
587,Girls Need Love,Summer Walker,warren,38
588,Down To The Honkytonk,Jake Owen,warren,39
589,Here Tonight,Brett Young,warren,40
590,Sue Me,Sabrina Carpenter,warren,41
591,Poledancer,Wale Feat. Megan Thee Stallion,warren,42
592,Raised On Country,Chris Young,warren,43
593,Pure Water,Mustard & Migos,warren,44
594,365,Zedd & Katy Perry,warren,45
595,Girl Like You,Jason Aldean,warren,46
596,Friends Don't,Maddie & Tae,warren,47
597,Taste,Tyga Feat. Offset,warren,48
598,Love Ain't,Eli Young Band,warren,49
599,Happier,Marshmello & Bastille,warren,50
600,Be Alright,Dean Lewis,honolulu,1
601,Talk,Khalid & Disclosure,honolulu,2
602,Wifey,Victor J Sefo,honolulu,3
603,Smoke All Day,Ka'ikena Scanlan,honolulu,4
604,Wow.,Post Malone,honolulu,5
605,I've Been Waiting,Lil Peep & ILoveMakonnen Feat. Fall Out Boy,honolulu,6
606,Summer To Winter,Kolohe Kai,honolulu,7
607,Low Key,Ally Brooke Feat. Tyga,honolulu,8
608,Utu Bang Bang,Ka'ikena Scanlan,honolulu,9
609,Going Bad,Meek Mill Feat. Drake,honolulu,10
610,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,honolulu,11
611,Please Me,Cardi B & Bruno Mars,honolulu,12
612,Cool Again,Shoffy,honolulu,13
613,Nobody Gonna Stop Me Now,$unlisted,honolulu,14
614,You Say,Lauren Daigle,honolulu,15
615,Here With Me,Marshmello Feat. CHVRCHES,honolulu,16
616,Round And Around,Kolohe Kai,honolulu,17
617,Look Back At It,A Boogie Wit Da Hoodie,honolulu,18
618,7 Rings,Ariana Grande,honolulu,19
619,Better,Khalid,honolulu,20
620,Dancing With A Stranger,Sam Smith & Normani,honolulu,21
621,Undrunk,FLETCHER,honolulu,22
622,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,honolulu,23
623,Love Me,$unlisted,honolulu,24
624,Pure Water,Mustard & Migos,honolulu,25
625,High Hopes,Panic! At The Disco,honolulu,26
626,Sweet But Psycho,Ava Max,honolulu,27
627,A Dozen Roses,Sammy Johnson,honolulu,28
628,Fly Away,$unlisted,honolulu,29
629,Don't Forget,$unlisted,honolulu,30
630,Love Someone,Lukas Graham,honolulu,31
631,Without Me,Halsey,honolulu,32
632,Close To Me,Ellie Goulding & Diplo Feat. Swae Lee,honolulu,33
633,Who Do You Love,The Chainsmokers & 5 Seconds Of Summer,honolulu,34
634,Middle Child,J. Cole,honolulu,35
635,Magic,$unlisted,honolulu,36
636,Bad Liar,Imagine Dragons,honolulu,37
637,A Million Dreams,P!nk,honolulu,38
638,Casanova,CRSB,honolulu,39
639,Drip Too Hard,Lil Baby & Gunna,honolulu,40
640,Missin You Crazy,Russ,honolulu,41
641,Undecided,Chris Brown,honolulu,42
642,Better Not,Louis The Child & Wafia,honolulu,43
643,Twerk,City Girls,honolulu,44
644,a Lot,21 Savage,honolulu,45
645,Nights Like This,Kehlani Feat. Ty Dolla $Ign,honolulu,46
646,MIA,Bad Bunny Feat. Drake,honolulu,47
647,Fallin',Aisaiah Jacobs,honolulu,48
648,Sucker,Jonas Brothers,honolulu,49
649,Shallow,Lady Gaga & Bradley Cooper,honolulu,50
650,Look Back At It,A Boogie Wit Da Hoodie,modesto,1
651,Tetris,Derek King,modesto,2
652,Pure Water,Mustard & Migos,modesto,3
653,000000,A.CHAL,modesto,4
654,a Lot,21 Savage,modesto,5
655,Ferris Wheel,Tory Lanez Feat. Trippie Redd,modesto,6
656,Going Bad,Meek Mill Feat. Drake,modesto,7
657,Girls Have Fun,"Tyga, DJ Snake Feat. G-Eazy & Rich The Kid",modesto,8
658,Be Like Me,Lil Pump Feat. Lil Wayne,modesto,9
659,Wow.,Post Malone,modesto,10
660,Project Dreams,Marshmello & Roddy Ricch,modesto,11
661,Ex,Kiana Ledé,modesto,12
662,Middle Child,J. Cole,modesto,13
663,7 Rings,Ariana Grande,modesto,14
664,Low Key,Ally Brooke Feat. Tyga,modesto,15
665,West Coast,G-Eazy Feat. Blueface,modesto,16
666,Talk,Khalid & Disclosure,modesto,17
667,Better,Khalid,modesto,18
668,Shot Clock,Ella Mai,modesto,19
669,Splashin,Rich The Kid,modesto,20
670,Nights Like This,Kehlani Feat. Ty Dolla $Ign,modesto,21
671,You Say,Lauren Daigle,modesto,22
672,I've Been Waiting,Lil Peep & ILoveMakonnen Feat. Fall Out Boy,modesto,23
673,Excuse Me,"Too Short, Mozzy, Dcmbr & Yhung T.O.",modesto,24
674,Beautiful Crazy,Luke Combs,modesto,25
675,Missin You Crazy,Russ,modesto,26
676,Sweet But Psycho,Ava Max,modesto,27
677,Yuso,"Lil Wayne, Kid Ink & Saweetie",modesto,28
678,Please Me,Cardi B & Bruno Mars,modesto,29
679,Good As You,Kane Brown,modesto,30
680,Tomboy,Destiny Rogers,modesto,31
681,¿Por Qué Cambiaste De Opinión?,Calibre 50,modesto,32
682,A Través Del Vaso,Banda Los Sebastianes,modesto,33
683,Dancing With A Stranger,Sam Smith & Normani,modesto,34
684,Getcha Roll On,T-Pain Feat. Tory Lanez,modesto,35
685,Big Ole Freak,Megan Thee Stallion,modesto,36
686,Lost In The Fire,Gesaffelstein & The Weeknd,modesto,37
687,Candlelight,Zhavia Ward,modesto,38
688,Whiskey Glasses,Morgan Wallen,modesto,39
689,Shallow,Lady Gaga & Bradley Cooper,modesto,40
690,Twerk,City Girls,modesto,41
691,Millionaire,Chris Stapleton,modesto,42
692,Be Alright,Dean Lewis,modesto,43
693,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,modesto,44
694,Spray,Sneakk Feat. Tyga & YG,modesto,45
695,Change Ya Life,$unlisted,modesto,46
696,Rainbow,Kacey Musgraves,modesto,47
697,On My Way To You,Cody Johnson,modesto,48
698,Cash Money,Solo Lucci,modesto,49
699,Speechless,Dan + Shay,modesto,50
700,You Say,Lauren Daigle,port angeles,1
701,Apple Juice,Jessie Reyez,port angeles,2
702,Two Punks In Love,Bülow,port angeles,3
703,Dancing With A Stranger,Sam Smith & Normani,port angeles,4
704,7 Rings,Ariana Grande,port angeles,5
705,Love Me Again,John Newman,port angeles,6
706,Ex's & Oh's,Elle King,port angeles,7
707,The Way You Move,Outkast Feat. Sleepy Brown,port angeles,8
708,Thank You,Dido,port angeles,9
709,Rise,Danny Gokey,port angeles,10
710,Perfect,Ed Sheeran,port angeles,11
711,Not Ready To Say Goodbye,Leah Nobel,port angeles,12
712,Never Be The Same,Camila Cabello,port angeles,13
713,One Headlight,The Wallflowers,port angeles,14
714,High Hopes,Panic! At The Disco,port angeles,15
715,Sweet But Psycho,Ava Max,port angeles,16
716,Be Alright,Dean Lewis,port angeles,17
717,Love Someone,Lukas Graham,port angeles,18
718,Guiding Light,Mumford & Sons,port angeles,19
719,Without Me,Halsey,port angeles,20
720,Twerk,City Girls,port angeles,21
721,Swervin',A Boogie Wit Da Hoodie Feat. 6ix9ine,port angeles,22
722,Who Do You Love,The Chainsmokers & 5 Seconds Of Summer,port angeles,23
723,I Got You (The Launch Season 2),Olivia Lunny,port angeles,24
724,Bad Vibes,K.Flay,port angeles,25
725,Crybaby,$unlisted,port angeles,26
726,Best Of Both Worlds,Van Halen,port angeles,27
727,We Didn't Start The Fire,Billy Joel,port angeles,28
728,Blue (Da Ba Dee),Eiffel 65,port angeles,29
729,Domino,Jessie J,port angeles,30
730,Raise A Little Hell,Trooper,port angeles,31
731,Down On The Corner,Creedence Clearwater Revival,port angeles,32
732,Summertime Sadness (Cedric Gervais Remix),Lana Del Rey,port angeles,33
733,II. Worldstar,Childish Gambino,port angeles,34
734,Suddenly Last Summer,The Motels,port angeles,35
735,The Worst,Jhené Aiko,port angeles,36
736,Tonight You Belong To Me,Patience & Prudence,port angeles,37
737,Knockin' On Heaven's Door,Guns N' Roses,port angeles,38
738,The Face Of Love (Previously Released Materials),Nusrat Fateh Ali Khan With Eddie Vedder,port angeles,39
739,Dead Man Walkin',Bruce Springsteen,port angeles,40
740,The Long Road,Eddie Vedder & Nusrat Fateh Ali Khan,port angeles,41
741,Carry On Wayward Son,Kansas,port angeles,42
742,Louder,Kid Karate,port angeles,43
743,Hideaway,Kiesza,port angeles,44
744,The Heart Of Rock & Roll,Huey Lewis & The News,port angeles,45
745,Last Of The Steam Powered Trains (Mono Version),The Kinks,port angeles,46
746,Are You Feelin' Me?,Aaliyah,port angeles,47
747,Up 18 North,Kruger Brothers,port angeles,48
748,"Hey, Hey, What Can I Do",Led Zeppelin,port angeles,49
749,Coffee,Sylvan Esso,port angeles,50
750,Be Alright,Dean Lewis,el paso,1
751,Calma (Remix),Pedro Capó & Farruko,el paso,2
752,7 Rings,Ariana Grande,el paso,3
753,Dancing With A Stranger,Sam Smith & Normani,el paso,4
754,Wow.,Post Malone,el paso,5
755,Without Me,Halsey,el paso,6
756,You Say,Lauren Daigle,el paso,7
757,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,el paso,8
758,Talk,Khalid & Disclosure,el paso,9
759,Going Bad,Meek Mill Feat. Drake,el paso,10
760,Bad Liar,Imagine Dragons,el paso,11
761,I've Been Waiting,Lil Peep & ILoveMakonnen Feat. Fall Out Boy,el paso,12
762,Eastside,"Benny Blanco, Halsey & Khalid",el paso,13
763,Nunca Es Suficiente,Los Ángeles Azules Feat. Natalia Lafourcade,el paso,14
764,Close To Me,Ellie Goulding & Diplo Feat. Swae Lee,el paso,15
765,Better,Khalid,el paso,16
766,Sucker,Jonas Brothers,el paso,17
767,A Través Del Vaso,Banda Los Sebastianes,el paso,18
768,Me Gusta,Natti Natasha,el paso,19
769,Please Me,Cardi B & Bruno Mars,el paso,20
770,Shallow,Lady Gaga & Bradley Cooper,el paso,21
771,Body,Loud Luxury Feat. Brando,el paso,22
772,MIA,Bad Bunny Feat. Drake,el paso,23
773,Middle Child,J. Cole,el paso,24
774,Por Siempre Mi Amor,Banda Sinaloense MS De Sergio Lizarraga,el paso,25
775,In My Mind,Dynoro & Gigi D’Agostino,el paso,26
776,¿Por Qué Cambiaste De Opinión?,Calibre 50,el paso,27
777,Loco (Tu Forma De Ser;MTV Unplugged),Los Auténticos Decadentes Feat. Rubén Albarrán,el paso,28
778,Hurts Like Hell,Madison Beer Feat. Offset,el paso,29
779,La Plata,Juanes feat. Lalo Ebratt,el paso,30
780,Reggaeton,J Balvin,el paso,31
781,SICKO MODE,Travis Scott,el paso,32
782,a Lot,21 Savage,el paso,33
783,Sweet But Psycho,Ava Max,el paso,34
784,Money,Cardi B,el paso,35
785,Ex,Kiana Ledé,el paso,36
786,Undrunk,FLETCHER,el paso,37
787,La Escuela No Me Gustó,Adriel Favela Feat. Javier Rosas,el paso,38
788,Look Back At It,A Boogie Wit Da Hoodie,el paso,39
789,Bubalu,"DJ Luian, Mambo Kingz & Anuel AA Feat. Becky G & Prince Royce",el paso,40
790,Beautiful Crazy,Luke Combs,el paso,41
791,Te VI,Piso 21 & Micro Tdh,el paso,42
792,Low Key,Ally Brooke Feat. Tyga,el paso,43
793,Aerolínea Carrillo,T3R Elemento Feat. Gerardo Ortiz,el paso,44
794,Happier,Marshmello & Bastille,el paso,45
795,Adan Y Eva,Paulo Londra,el paso,46
796,Aullando,Wisin & Yandel & Romeo Santos,el paso,47
797,Wake Up In The Sky,"Gucci Mane, Bruno Mars & Kodak Black",el paso,48
798,Caliente,Darell & Farruko,el paso,49
799,High Hopes,Panic! At The Disco,el paso,50
800,You Say,Lauren Daigle,dodge city,1
801,7 Rings,Ariana Grande,dodge city,2
802,Be Alright,Dean Lewis,dodge city,3
803,I've Been Waiting,Lil Peep & ILoveMakonnen Feat. Fall Out Boy,dodge city,4
804,Better,Khalid,dodge city,5
805,Bad Liar,Imagine Dragons,dodge city,6
806,Dancing With A Stranger,Sam Smith & Normani,dodge city,7
807,Without Me,Halsey,dodge city,8
808,Whiskey Glasses,Morgan Wallen,dodge city,9
809,Sweet But Psycho,Ava Max,dodge city,10
810,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,dodge city,11
811,Rechula,Horacio Palencia & Abbel,dodge city,12
812,Old Town Road,Lil Nas X,dodge city,13
813,Wow.,Post Malone,dodge city,14
814,Miss Me More,Kelsea Ballerini,dodge city,15
815,If You Want Love,NF,dodge city,16
816,Good As You,Kane Brown,dodge city,17
817,Close To Me,Ellie Goulding & Diplo Feat. Swae Lee,dodge city,18
818,Burn Out,Midland,dodge city,19
819,You're Somebody Else,Flora Cash,dodge city,20
820,Speechless,Dan + Shay,dodge city,21
821,Hurts Like Hell,Madison Beer Feat. Offset,dodge city,22
822,Undrunk,FLETCHER,dodge city,23
823,Beautiful Crazy,Luke Combs,dodge city,24
824,On My Way To You,Cody Johnson,dodge city,25
825,This Feeling,The Chainsmokers Feat. Kelsea Ballerini,dodge city,26
826,Por Siempre Mi Amor,Banda Sinaloense MS De Sergio Lizarraga,dodge city,27
827,Girl,Maren Morris,dodge city,28
828,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,dodge city,29
829,What Makes You Country,Luke Bryan,dodge city,30
830,Eyes On You,Chase Rice,dodge city,31
831,Shotgun,George Ezra,dodge city,32
832,Te Boté (Remix),"Nicky Jam, Ozuna, Darell, Nio Garcia, Bad Bunny & Casper Magico",dodge city,33
833,God Only Knows,For KING & COUNTRY,dodge city,34
834,Mejor Me Alejo,Banda Sinaloense MS De Sergio Lizarraga,dodge city,35
835,Te Vas A Acordar De Mi,La Fiera De Ojinaga,dodge city,36
836,Here Tonight,Brett Young,dodge city,37
837,Sue Me,Sabrina Carpenter,dodge city,38
838,Middle Child,J. Cole,dodge city,39
839,Talk,Khalid & Disclosure,dodge city,40
840,Please Me,Cardi B & Bruno Mars,dodge city,41
841,Sucker,Jonas Brothers,dodge city,42
842,Ride Wit Me,Nelly Feat. City Spud,dodge city,43
843,The Sound Of Silence,Simon & Garfunkel,dodge city,44
844,Back In The Day (Remix),Ahmad Lewis,dodge city,45
845,Say You Won't Let Go,James Arthur,dodge city,46
846,Broken,Lovelytheband,dodge city,47
847,Te Vas Conmigo,Farruko,dodge city,48
848,Rumor,Lee Brice,dodge city,49
849,Millionaire,Chris Stapleton,dodge city,50
850,I've Been Waiting,Lil Peep & ILoveMakonnen Feat. Fall Out Boy,branford,1
851,Be Alright,Dean Lewis,branford,2
852,Tetris,Derek King,branford,3
853,Dancing With A Stranger,Sam Smith & Normani,branford,4
854,"Break Up With Your Girlfriend, I'm Bored",Ariana Grande,branford,5
855,7 Rings,Ariana Grande,branford,6
856,Undrunk,FLETCHER,branford,7
857,Going Bad,Meek Mill Feat. Drake,branford,8
858,Wow.,Post Malone,branford,9
859,Please Me,Cardi B & Bruno Mars,branford,10
860,Sweet But Psycho,Ava Max,branford,11
861,Eastside,"Benny Blanco, Halsey & Khalid",branford,12
862,You Say,Lauren Daigle,branford,13
863,Pure Water,Mustard & Migos,branford,14
864,Middle Child,J. Cole,branford,15
865,Shotgun,George Ezra,branford,16
866,Shallow,Lady Gaga & Bradley Cooper,branford,17
867,2am,Casanova Feat. Tory Lanez & Davido,branford,18
868,Love Someone,Lukas Graham,branford,19
869,Look Back At It,A Boogie Wit Da Hoodie,branford,20
870,HML,Melii Feat. A Boogie Wit Da Hoodie,branford,21
871,Put A Date On It,Yo Gotti Feat. Lil Baby,branford,22
872,A Million Dreams,P!nk,branford,23
873,Project Dreams,Marshmello & Roddy Ricch,branford,24
874,Sunflower (Spider-Man: Into The Spider-Verse),Post Malone & Swae Lee,branford,25
875,Bad Liar,Imagine Dragons,branford,26
876,You,Nicole Bus,branford,27
877,Just A Girl,No Doubt,branford,28
878,Better,Khalid,branford,29
879,Without Me,Halsey,branford,30
880,Don't Call Me Up,Mabel,branford,31
881,Celebrity Skin,Hole,branford,32
882,For Whom The Bell Tolls,Metallica,branford,33
883,Envy Me,Calboy,branford,34
884,Shot Clock,Ella Mai,branford,35
885,Boasty,Wiley & Stefflon Don & Sean Paul Feat. Idris Elba,branford,36
886,Be Like Me,Lil Pump Feat. Lil Wayne,branford,37
887,Sucker,Jonas Brothers,branford,38
888,More In The Morning,Angelica Vila,branford,39
889,Fall,Davido,branford,40
890,Ex,Kiana Ledé,branford,41
891,Money,Cardi B,branford,42
892,Hard Place,H.E.R.,branford,43
893,Splashin,Rich The Kid,branford,44
894,a Lot,21 Savage,branford,45
895,Nights Like This,Kehlani Feat. Ty Dolla $Ign,branford,46
896,Who Do You Love,The Chainsmokers & 5 Seconds Of Summer,branford,47
897,Racks In The Middle,Nipsey Hussle Feat. Roddy Ricch And Hit-Boy,branford,48
898,Walk Me Home,P!nk,branford,49
899,You Get What You Give,New Radicals,branford,50
900,Bad Liar,Imagine Dragons,aberdeen sd,1
901,Be Alright,Dean Lewis,aberdeen sd,2
902,Night Shift,Jon Pardi,aberdeen sd,3
903,Old Town Road,Lil Nas X,aberdeen sd,4
904,Wow.,Post Malone,aberdeen sd,5
905,Undrunk,FLETCHER,aberdeen sd,6
906,For Whom The Bell Tolls,Metallica,aberdeen sd,7
907,Leave A Light On,Tom Walker,aberdeen sd,8
908,Tequila,Dan + Shay,aberdeen sd,9
909,Wide Open Spaces,Dixie Chicks,aberdeen sd,10
910,Runnin,Ludwig Göransson Feat. A$AP Rocky And Jacob Banks,aberdeen sd,11
911,Out Of Love,Alessia Cara,aberdeen sd,12
912,Pure Water,Mustard & Migos,aberdeen sd,13
913,I've Been Waiting,Lil Peep & ILoveMakonnen Feat. Fall Out Boy,aberdeen sd,14
914,Walk Me Home,P!nk,aberdeen sd,15
915,Ho Hey,The Lumineers,aberdeen sd,16
916,Waves (Robin Schulz Radio Edit),Mr. Probz,aberdeen sd,17
917,Thank You,Dido,aberdeen sd,18
918,Who Let The Dogs Out,Baha Men,aberdeen sd,19
919,Icon,Jaden Smith,aberdeen sd,20
920,Right Left Wrong,Three Days Grace,aberdeen sd,21
921,Shotgun,George Ezra,aberdeen sd,22
922,Bigger,Sugarland,aberdeen sd,23
923,Check On It,Beyoncé Feat. Slim Thug,aberdeen sd,24
924,Crazy,Gnarls Barkley,aberdeen sd,25
925,You Say,Lauren Daigle,aberdeen sd,26
926,8 Letters,Why Don't We,aberdeen sd,27
927,This Feeling,The Chainsmokers Feat. Kelsea Ballerini,aberdeen sd,28
928,Better,Khalid,aberdeen sd,29
929,Fergalicious,Fergie Feat. Will.i.am,aberdeen sd,30
930,I Will Go To War,Tessa Thompson,aberdeen sd,31
931,Ice Cold (Final Round),"Mike Will Made-It, Vince Staples & Ludwig Goransson",aberdeen sd,32
932,Amen (Pre Fight Prayer),Mike WiLL Made-It & Lil Wayne,aberdeen sd,33
933,See You Again,Miley Cyrus,aberdeen sd,34
934,Into The Night,Santana Feat. Chad Kroeger,aberdeen sd,35
935,Red Room,Offset,aberdeen sd,36
936,Try Saying Goodbye,John King,aberdeen sd,37
937,Girl,Maren Morris,aberdeen sd,38
938,Rainy Days,Boogie Feat. Eminem,aberdeen sd,39
939,Closer,Ne-Yo,aberdeen sd,40
940,So What,P!nk,aberdeen sd,41
941,Rock That Body,The Black Eyed Peas,aberdeen sd,42
942,If It's Love,Train,aberdeen sd,43
943,In My Head,Jason Derulo,aberdeen sd,44
944,Grenade,Bruno Mars,aberdeen sd,45
945,Pretty Girl Rock,Keri Hilson,aberdeen sd,46
946,All Of The Lights (Interlude),Kanye West,aberdeen sd,47
947,One Thing,One Direction,aberdeen sd,48
948,Pound The Alarm,Nicki Minaj,aberdeen sd,49
949,Back 2 Good,Matchbox Twenty,aberdeen sd,50
950,Shotgun,George Ezra,juneau,1
951,Beige,Yoke Lore,juneau,2
952,Be Alright,Dean Lewis,juneau,3
953,Whiskey Glasses,Morgan Wallen,juneau,4
954,Family,Mother Mother,juneau,5
955,You Say,Lauren Daigle,juneau,6
